турнир;Дата;Хозяева;Гости
APL;2021-08-13;Brentford;Arsenal
APL;2021-08-14;Manchester Utd;Leeds Utd
APL;2021-08-14;Burnley;Brighton
APL;2021-08-14;Chelsea;Crystal Palace
APL;2021-08-14;Everton;Southampton
APL;2021-08-14;Leicester City;Wolverhampton
APL;2021-08-14;Watford;Aston Villa
APL;2021-08-14;Norwich City;Liverpool
APL;2021-08-15;Newcastle Utd;West Ham Utd
APL;2021-08-15;Tottenham;Manchester City
APL;2021-08-21;Liverpool;Burnley
APL;2021-08-21;Aston Villa;Newcastle Utd
APL;2021-08-21;Crystal Palace;Brentford
APL;2021-08-21;Leeds Utd;Everton
APL;2021-08-21;Manchester City;Norwich City
APL;2021-08-21;Brighton;Watford
APL;2021-08-22;Southampton;Manchester Utd
APL;2021-08-22;Wolverhampton;Tottenham
APL;2021-08-22;Arsenal;Chelsea
APL;2021-08-23;West Ham Utd;Leicester City
APL;2021-08-28;Manchester City;Arsenal
APL;2021-08-28;Aston Villa;Brentford
APL;2021-08-28;Brighton;Everton
APL;2021-08-28;Newcastle Utd;Southampton
APL;2021-08-28;Norwich City;Leicester City
APL;2021-08-28;West Ham Utd;Crystal Palace
APL;2021-08-28;Liverpool;Chelsea
APL;2021-08-29;Burnley;Leeds Utd
APL;2021-08-29;Tottenham;Watford
APL;2021-08-29;Wolverhampton;Manchester Utd
APL;2021-09-11;Crystal Palace;Tottenham
APL;2021-09-11;Arsenal;Norwich City
APL;2021-09-11;Brentford;Brighton
APL;2021-09-11;Leicester City;Manchester City
APL;2021-09-11;Manchester Utd;Newcastle Utd
APL;2021-09-11;Southampton;West Ham Utd
APL;2021-09-11;Watford;Wolverhampton
APL;2021-09-11;Chelsea;Aston Villa
APL;2021-09-12;Leeds Utd;Liverpool
APL;2021-09-13;Everton;Burnley
APL;2021-09-17;Newcastle Utd;Leeds Utd
APL;2021-09-18;Wolverhampton;Brentford
APL;2021-09-18;Burnley;Arsenal
APL;2021-09-18;Liverpool;Crystal Palace
APL;2021-09-18;Manchester City;Southampton
APL;2021-09-18;Norwich City;Watford
APL;2021-09-18;Aston Villa;Everton
APL;2021-09-19;Brighton;Leicester City
APL;2021-09-19;West Ham Utd;Manchester Utd
APL;2021-09-19;Tottenham;Chelsea
APL;2021-09-25;Chelsea;Manchester City
APL;2021-09-25;Manchester Utd;Aston Villa
APL;2021-09-25;Everton;Norwich City
APL;2021-09-25;Leeds Utd;West Ham Utd
APL;2021-09-25;Leicester City;Burnley
APL;2021-09-25;Watford;Newcastle Utd
APL;2021-09-25;Brentford;Liverpool
APL;2021-09-26;Southampton;Wolverhampton
APL;2021-09-26;Arsenal;Tottenham
APL;2021-09-27;Crystal Palace;Brighton
APL;2021-10-02;Manchester Utd;Everton
APL;2021-10-02;Burnley;Norwich City
APL;2021-10-02;Chelsea;Southampton
APL;2021-10-02;Leeds Utd;Watford
APL;2021-10-02;Wolverhampton;Newcastle Utd
APL;2021-10-02;Brighton;Arsenal
APL;2021-10-03;Crystal Palace;Leicester City
APL;2021-10-03;Tottenham;Aston Villa
APL;2021-10-03;West Ham Utd;Brentford
APL;2021-10-03;Liverpool;Manchester City
APL;2021-10-16;Watford;Liverpool
APL;2021-10-16;Aston Villa;Wolverhampton
APL;2021-10-16;Leicester City;Manchester Utd
APL;2021-10-16;Manchester City;Burnley
APL;2021-10-16;Norwich City;Brighton
APL;2021-10-16;Southampton;Leeds Utd
APL;2021-10-16;Brentford;Chelsea
APL;2021-10-17;Everton;West Ham Utd
APL;2021-10-17;Newcastle Utd;Tottenham
APL;2021-10-18;Arsenal;Crystal Palace
APL;2021-10-22;Arsenal;Aston Villa
APL;2021-10-23;Chelsea;Norwich City
APL;2021-10-23;Crystal Palace;Newcastle Utd
APL;2021-10-23;Everton;Watford
APL;2021-10-23;Leeds Utd;Wolverhampton
APL;2021-10-23;Southampton;Burnley
APL;2021-10-23;Brighton;Manchester City
APL;2021-10-24;Brentford;Leicester City
APL;2021-10-24;West Ham Utd;Tottenham
APL;2021-10-24;Manchester Utd;Liverpool
APL;2021-10-30;Leicester City;Arsenal
APL;2021-10-30;Burnley;Brentford
APL;2021-10-30;Liverpool;Brighton
APL;2021-10-30;Manchester City;Crystal Palace
APL;2021-10-30;Newcastle Utd;Chelsea
APL;2021-10-30;Watford;Southampton
APL;2021-10-30;Tottenham;Manchester Utd
APL;2021-10-31;Norwich City;Leeds Utd
APL;2021-10-31;Aston Villa;West Ham Utd
APL;2021-11-01;Wolverhampton;Everton
APL;2021-11-05;Southampton;Aston Villa
APL;2021-11-06;Manchester Utd;Manchester City
APL;2021-11-06;Brentford;Norwich City
APL;2021-11-06;Chelsea;Burnley
APL;2021-11-06;Crystal Palace;Wolverhampton
APL;2021-11-06;Brighton;Newcastle Utd
APL;2021-11-07;Arsenal;Watford
APL;2021-11-07;Everton;Tottenham
APL;2021-11-07;Leeds Utd;Leicester City
APL;2021-11-07;West Ham Utd;Liverpool
APL;2021-11-20;Leicester City;Chelsea
APL;2021-11-20;Aston Villa;Brighton
APL;2021-11-20;Burnley;Crystal Palace
APL;2021-11-20;Newcastle Utd;Brentford
APL;2021-11-20;Norwich City;Southampton
APL;2021-11-20;Watford;Manchester Utd
APL;2021-11-20;Wolverhampton;West Ham Utd
APL;2021-11-20;Liverpool;Arsenal
APL;2021-11-21;Manchester City;Everton
APL;2021-11-21;Tottenham;Leeds Utd
APL;2021-11-27;Arsenal;Newcastle Utd
APL;2021-11-27;Crystal Palace;Aston Villa
APL;2021-11-27;Liverpool;Southampton
APL;2021-11-27;Norwich City;Wolverhampton
APL;2021-11-27;Brighton;Leeds Utd
APL;2021-11-28;Brentford;Everton
APL;2021-11-28;Leicester City;Watford
APL;2021-11-28;Manchester City;West Ham Utd
APL;2021-11-28;Chelsea;Manchester Utd
APL;2021-11-30;Newcastle Utd;Norwich City
APL;2021-11-30;Leeds Utd;Crystal Palace
APL;2021-12-01;Southampton;Leicester City
APL;2021-12-01;Watford;Chelsea
APL;2021-12-01;West Ham Utd;Brighton
APL;2021-12-01;Wolverhampton;Burnley
APL;2021-12-01;Aston Villa;Manchester City
APL;2021-12-01;Everton;Liverpool
APL;2021-12-02;Tottenham;Brentford
APL;2021-12-02;Manchester Utd;Arsenal
APL;2021-12-04;West Ham Utd;Chelsea
APL;2021-12-04;Newcastle Utd;Burnley
APL;2021-12-04;Southampton;Brighton
APL;2021-12-04;Wolverhampton;Liverpool
APL;2021-12-04;Watford;Manchester City
APL;2021-12-05;Leeds Utd;Brentford
APL;2021-12-05;Manchester Utd;Crystal Palace
APL;2021-12-05;Tottenham;Norwich City
APL;2021-12-05;Aston Villa;Leicester City
APL;2021-12-06;Everton;Arsenal
APL;2021-12-10;Brentford;Watford
APL;2021-12-11;Manchester City;Wolverhampton
APL;2021-12-11;Arsenal;Southampton
APL;2021-12-11;Chelsea;Leeds Utd
APL;2021-12-11;Liverpool;Aston Villa
APL;2021-12-11;Norwich City;Manchester Utd
APL;2021-12-12;Burnley;West Ham Utd
APL;2021-12-12;Leicester City;Newcastle Utd
APL;2021-12-12;Crystal Palace;Everton
APL;2021-12-14;Norwich City;Aston Villa
APL;2021-12-14;Manchester City;Leeds Utd
APL;2021-12-15;Brighton;Wolverhampton
APL;2021-12-15;Crystal Palace;Southampton
APL;2021-12-15;Arsenal;West Ham Utd
APL;2021-12-16;Chelsea;Everton
APL;2021-12-16;Liverpool;Newcastle Utd
APL;2021-12-18;Leeds Utd;Arsenal
APL;2021-12-19;Newcastle Utd;Manchester City
APL;2021-12-19;Wolverhampton;Chelsea
APL;2021-12-19;Tottenham;Liverpool
APL;2021-12-26;Manchester City;Leicester City
APL;2021-12-26;Norwich City;Arsenal
APL;2021-12-26;Tottenham;Crystal Palace
APL;2021-12-26;West Ham Utd;Southampton
APL;2021-12-26;Aston Villa;Chelsea
APL;2021-12-26;Brighton;Brentford
APL;2021-12-27;Newcastle Utd;Manchester Utd
APL;2021-12-28;Crystal Palace;Norwich City
APL;2021-12-28;Southampton;Tottenham
APL;2021-12-28;Watford;West Ham Utd
APL;2021-12-28;Leicester City;Liverpool
APL;2021-12-29;Chelsea;Brighton
APL;2021-12-29;Brentford;Manchester City
APL;2021-12-30;Manchester Utd;Burnley
APL;2022-01-01;Arsenal;Manchester City
APL;2022-01-01;Watford;Tottenham
APL;2022-01-01;Crystal Palace;West Ham Utd
APL;2022-01-02;Brentford;Aston Villa
APL;2022-01-02;Everton;Brighton
APL;2022-01-02;Leeds Utd;Burnley
APL;2022-01-02;Chelsea;Liverpool
APL;2022-01-03;Manchester Utd;Wolverhampton
APL;2022-01-11;Southampton;Brentford
APL;2022-01-12;West Ham Utd;Norwich City
APL;2022-01-14;Brighton;Crystal Palace
APL;2022-01-15;Manchester City;Chelsea
APL;2022-01-15;Newcastle Utd;Watford
APL;2022-01-15;Norwich City;Everton
APL;2022-01-15;Wolverhampton;Southampton
APL;2022-01-15;Aston Villa;Manchester Utd
APL;2022-01-16;Liverpool;Brentford
APL;2022-01-16;West Ham Utd;Leeds Utd
APL;2022-01-18;Brighton;Chelsea
APL;2022-01-19;Leicester City;Tottenham
APL;2022-01-19;Brentford;Manchester Utd
APL;2022-01-21;Watford;Norwich City
APL;2022-01-22;Everton;Aston Villa
APL;2022-01-22;Brentford;Wolverhampton
APL;2022-01-22;Leeds Utd;Newcastle Utd
APL;2022-01-22;Manchester Utd;West Ham Utd
APL;2022-01-22;Southampton;Manchester City
APL;2022-01-23;Arsenal;Burnley
APL;2022-01-23;Crystal Palace;Liverpool
APL;2022-01-23;Leicester City;Brighton
APL;2022-01-23;Chelsea;Tottenham
APL;2022-02-05;Burnley;Watford
APL;2022-02-08;Newcastle Utd;Everton
APL;2022-02-08;West Ham Utd;Watford
APL;2022-02-08;Burnley;Manchester Utd
APL;2022-02-09;Manchester City;Brentford
APL;2022-02-09;Norwich City;Crystal Palace
APL;2022-02-09;Tottenham;Southampton
APL;2022-02-09;Aston Villa;Leeds Utd
APL;2022-02-10;Liverpool;Leicester City
APL;2022-02-10;Wolverhampton;Arsenal
APL;2022-02-12;Manchester Utd;Southampton
APL;2022-02-12;Brentford;Crystal Palace
APL;2022-02-12;Everton;Leeds Utd
APL;2022-02-12;Watford;Brighton
APL;2022-02-12;Norwich City;Manchester City
APL;2022-02-13;Burnley;Liverpool
APL;2022-02-13;Newcastle Utd;Aston Villa
APL;2022-02-13;Tottenham;Wolverhampton
APL;2022-02-13;Leicester City;West Ham Utd
APL;2022-02-15;Manchester Utd;Brighton
APL;2022-02-19;West Ham Utd;Newcastle Utd
APL;2022-02-19;Arsenal;Brentford
APL;2022-02-19;Aston Villa;Watford
APL;2022-02-19;Brighton;Burnley
APL;2022-02-19;Crystal Palace;Chelsea
APL;2022-02-19;Liverpool;Norwich City
APL;2022-02-19;Southampton;Everton
APL;2022-02-19;Manchester City;Tottenham
APL;2022-02-20;Leeds Utd;Manchester Utd
APL;2022-02-20;Wolverhampton;Leicester City
APL;2022-02-23;Burnley;Tottenham
APL;2022-02-23;Watford;Crystal Palace
APL;2022-02-23;Liverpool;Leeds Utd
APL;2022-02-24;Arsenal;Wolverhampton
APL;2022-02-25;Southampton;Norwich City
APL;2022-02-26;Leeds Utd;Tottenham
APL;2022-02-26;Brentford;Newcastle Utd
APL;2022-02-26;Crystal Palace;Burnley
APL;2022-02-26;Manchester Utd;Watford
APL;2022-02-26;Brighton;Aston Villa
APL;2022-02-26;Everton;Manchester City
APL;2022-02-27;West Ham Utd;Wolverhampton
APL;2022-03-01;Burnley;Leicester City
APL;2022-03-05;Leicester City;Leeds Utd
APL;2022-03-05;Aston Villa;Southampton
APL;2022-03-05;Burnley;Chelsea
APL;2022-03-05;Newcastle Utd;Brighton
APL;2022-03-05;Norwich City;Brentford
APL;2022-03-05;Wolverhampton;Crystal Palace
APL;2022-03-05;Liverpool;West Ham Utd
APL;2022-03-06;Watford;Arsenal
APL;2022-03-06;Manchester City;Manchester Utd
APL;2022-03-07;Tottenham;Everton
APL;2022-03-10;Norwich City;Chelsea
APL;2022-03-10;Southampton;Newcastle Utd
APL;2022-03-10;Wolverhampton;Watford
APL;2022-03-10;Leeds Utd;Aston Villa
APL;2022-03-12;Brighton;Liverpool
APL;2022-03-12;Brentford;Burnley
APL;2022-03-12;Manchester Utd;Tottenham
APL;2022-03-13;Chelsea;Newcastle Utd
APL;2022-03-13;Everton;Wolverhampton
APL;2022-03-13;Leeds Utd;Norwich City
APL;2022-03-13;Southampton;Watford
APL;2022-03-13;West Ham Utd;Aston Villa
APL;2022-03-13;Arsenal;Leicester City
APL;2022-03-14;Crystal Palace;Manchester City
APL;2022-03-16;Brighton;Tottenham
APL;2022-03-16;Arsenal;Liverpool
APL;2022-03-17;Everton;Newcastle Utd
APL;2022-03-18;Wolverhampton;Leeds Utd
APL;2022-03-19;Aston Villa;Arsenal
APL;2022-03-20;Leicester City;Brentford
APL;2022-03-20;Tottenham;West Ham Utd
APL;2022-04-02;Liverpool;Watford
APL;2022-04-02;Brighton;Norwich City
APL;2022-04-02;Burnley;Manchester City
APL;2022-04-02;Chelsea;Brentford
APL;2022-04-02;Leeds Utd;Southampton
APL;2022-04-02;Wolverhampton;Aston Villa
APL;2022-04-02;Manchester Utd;Leicester City
APL;2022-04-03;West Ham Utd;Everton
APL;2022-04-03;Tottenham;Newcastle Utd
APL;2022-04-04;Crystal Palace;Arsenal
APL;2022-04-06;Burnley;Everton
APL;2022-04-08;Newcastle Utd;Wolverhampton
APL;2022-04-09;Everton;Manchester Utd
APL;2022-04-09;Arsenal;Brighton
APL;2022-04-09;Southampton;Chelsea
APL;2022-04-09;Watford;Leeds Utd
APL;2022-04-09;Aston Villa;Tottenham
APL;2022-04-10;Brentford;West Ham Utd
APL;2022-04-10;Leicester City;Crystal Palace
APL;2022-04-10;Norwich City;Burnley
APL;2022-04-10;Manchester City;Liverpool
APL;2022-04-16;Tottenham;Brighton
APL;2022-04-16;Manchester Utd;Norwich City
APL;2022-04-16;Southampton;Arsenal
APL;2022-04-16;Watford;Brentford
APL;2022-04-17;Wolverhampton;Manchester City
APL;2022-04-17;Newcastle Utd;Leicester City
APL;2022-04-17;West Ham Utd;Burnley
APL;2022-04-19;Liverpool;Manchester Utd
APL;2022-04-20;Chelsea;Arsenal
APL;2022-04-20;Everton;Leicester City
APL;2022-04-20;Newcastle Utd;Crystal Palace
APL;2022-04-20;Manchester City;Brighton
APL;2022-04-21;Burnley;Southampton
APL;2022-04-23;Arsenal;Manchester Utd
APL;2022-04-23;Leicester City;Aston Villa
APL;2022-04-23;Manchester City;Watford
APL;2022-04-23;Norwich City;Newcastle Utd
APL;2022-04-23;Brentford;Tottenham
APL;2022-04-24;Brighton;Southampton
APL;2022-04-24;Burnley;Wolverhampton
APL;2022-04-24;Chelsea;West Ham Utd
APL;2022-04-24;Liverpool;Everton
APL;2022-04-25;Crystal Palace;Leeds Utd
APL;2022-04-28;Manchester Utd;Chelsea
APL;2022-04-30;Newcastle Utd;Liverpool
APL;2022-04-30;Aston Villa;Norwich City
APL;2022-04-30;Southampton;Crystal Palace
APL;2022-04-30;Watford;Burnley
APL;2022-04-30;Wolverhampton;Brighton
APL;2022-04-30;Leeds Utd;Manchester City
APL;2022-05-01;Everton;Chelsea
APL;2022-05-01;Tottenham;Leicester City
APL;2022-05-01;West Ham Utd;Arsenal
APL;2022-05-02;Manchester Utd;Brentford
APL;2022-05-07;Brentford;Southampton
APL;2022-05-07;Burnley;Aston Villa
APL;2022-05-07;Chelsea;Wolverhampton
APL;2022-05-07;Crystal Palace;Watford
APL;2022-05-07;Brighton;Manchester Utd
APL;2022-05-07;Liverpool;Tottenham
APL;2022-05-08;Arsenal;Leeds Utd
APL;2022-05-08;Leicester City;Everton
APL;2022-05-08;Norwich City;West Ham Utd
APL;2022-05-08;Manchester City;Newcastle Utd
APL;2022-05-10;Aston Villa;Liverpool
APL;2022-05-11;Leeds Utd;Chelsea
APL;2022-05-11;Leicester City;Norwich City
APL;2022-05-11;Watford;Everton
APL;2022-05-12;Tottenham;Arsenal
APL;2022-05-15;Southampton;Liverpool
APL;2022-05-15;Tottenham;Burnley
APL;2022-05-15;Aston Villa;Crystal Palace
APL;2022-05-15;Everton;Brentford
APL;2022-05-15;Leeds Utd;Brighton
APL;2022-05-15;Watford;Leicester City
APL;2022-05-15;Wolverhampton;Norwich City
APL;2022-05-15;West Ham Utd;Manchester City
APL;2022-05-16;Newcastle Utd;Arsenal
APL;2022-05-19;Everton;Crystal Palace
APL;2022-05-19;Aston Villa;Burnley
APL;2022-05-19;Chelsea;Leicester City
APL;2022-05-22;Arsenal;Everton
APL;2022-05-22;Brentford;Leeds Utd
APL;2022-05-22;Brighton;West Ham Utd
APL;2022-05-22;Burnley;Newcastle Utd
APL;2022-05-22;Chelsea;Watford
APL;2022-05-22;Crystal Palace;Manchester Utd
APL;2022-05-22;Leicester City;Southampton
APL;2022-05-22;Liverpool;Wolverhampton
APL;2022-05-22;Manchester City;Aston Villa
APL;2022-05-22;Norwich City;Tottenham
Bundesliga1;2021-08-13;Monchengladbach;Bayern Munich
Bundesliga1;2021-08-14;Bielefeld;Freiburg
Bundesliga1;2021-08-14;FC Augsburg;Hoffenheim
Bundesliga1;2021-08-14;Stuttgart;Greuther Furth
Bundesliga1;2021-08-14;Union Berlin;Leverkusen
Bundesliga1;2021-08-14;Wolfsburg;Bochum
Bundesliga1;2021-08-14;Dortmund;E. Frankfurt
Bundesliga1;2021-08-15;FSV Mainz;RB Leipzig
Bundesliga1;2021-08-15;FC Koln;Hertha Berlin
Bundesliga1;2021-08-20;RB Leipzig;Stuttgart
Bundesliga1;2021-08-21;Bochum;FSV Mainz
Bundesliga1;2021-08-21;E. Frankfurt;FC Augsburg
Bundesliga1;2021-08-21;Freiburg;Dortmund
Bundesliga1;2021-08-21;Greuther Furth;Bielefeld
Bundesliga1;2021-08-21;Hertha Berlin;Wolfsburg
Bundesliga1;2021-08-21;Leverkusen;Monchengladbach
Bundesliga1;2021-08-22;Hoffenheim;Union Berlin
Bundesliga1;2021-08-22;Bayern Munich;FC Koln
Bundesliga1;2021-08-27;Dortmund;Hoffenheim
Bundesliga1;2021-08-28;Bielefeld;E. Frankfurt
Bundesliga1;2021-08-28;FC Augsburg;Leverkusen
Bundesliga1;2021-08-28;FC Koln;Bochum
Bundesliga1;2021-08-28;FSV Mainz;Greuther Furth
Bundesliga1;2021-08-28;Stuttgart;Freiburg
Bundesliga1;2021-08-28;Bayern Munich;Hertha Berlin
Bundesliga1;2021-08-29;Union Berlin;Monchengladbach
Bundesliga1;2021-08-29;Wolfsburg;RB Leipzig
Bundesliga1;2021-09-11;Freiburg;FC Koln
Bundesliga1;2021-09-11;Greuther Furth;Wolfsburg
Bundesliga1;2021-09-11;Hoffenheim;FSV Mainz
Bundesliga1;2021-09-11;Leverkusen;Dortmund
Bundesliga1;2021-09-11;Union Berlin;FC Augsburg
Bundesliga1;2021-09-11;RB Leipzig;Bayern Munich
Bundesliga1;2021-09-12;E. Frankfurt;Stuttgart
Bundesliga1;2021-09-12;Bochum;Hertha Berlin
Bundesliga1;2021-09-12;Monchengladbach;Bielefeld
Bundesliga1;2021-09-17;Hertha Berlin;Greuther Furth
Bundesliga1;2021-09-18;Bayern Munich;Bochum
Bundesliga1;2021-09-18;Bielefeld;Hoffenheim
Bundesliga1;2021-09-18;FC Augsburg;Monchengladbach
Bundesliga1;2021-09-18;FSV Mainz;Freiburg
Bundesliga1;2021-09-18;FC Koln;RB Leipzig
Bundesliga1;2021-09-19;Stuttgart;Leverkusen
Bundesliga1;2021-09-19;Dortmund;Union Berlin
Bundesliga1;2021-09-19;Wolfsburg;E. Frankfurt
Bundesliga1;2021-09-24;Greuther Furth;Bayern Munich
Bundesliga1;2021-09-25;E. Frankfurt;FC Koln
Bundesliga1;2021-09-25;Hoffenheim;Wolfsburg
Bundesliga1;2021-09-25;Leverkusen;FSV Mainz
Bundesliga1;2021-09-25;RB Leipzig;Hertha Berlin
Bundesliga1;2021-09-25;Union Berlin;Bielefeld
Bundesliga1;2021-09-25;Monchengladbach;Dortmund
Bundesliga1;2021-09-26;Bochum;Stuttgart
Bundesliga1;2021-09-26;Freiburg;FC Augsburg
Bundesliga1;2021-10-01;FC Koln;Greuther Furth
Bundesliga1;2021-10-02;Dortmund;FC Augsburg
Bundesliga1;2021-10-02;Hertha Berlin;Freiburg
Bundesliga1;2021-10-02;Stuttgart;Hoffenheim
Bundesliga1;2021-10-02;Wolfsburg;Monchengladbach
Bundesliga1;2021-10-02;RB Leipzig;Bochum
Bundesliga1;2021-10-03;FSV Mainz;Union Berlin
Bundesliga1;2021-10-03;Bayern Munich;E. Frankfurt
Bundesliga1;2021-10-03;Bielefeld;Leverkusen
Bundesliga1;2021-10-15;Hoffenheim;FC Koln
Bundesliga1;2021-10-16;Dortmund;FSV Mainz
Bundesliga1;2021-10-16;E. Frankfurt;Hertha Berlin
Bundesliga1;2021-10-16;Freiburg;RB Leipzig
Bundesliga1;2021-10-16;Greuther Furth;Bochum
Bundesliga1;2021-10-16;Union Berlin;Wolfsburg
Bundesliga1;2021-10-16;Monchengladbach;Stuttgart
Bundesliga1;2021-10-17;Leverkusen;Bayern Munich
Bundesliga1;2021-10-17;FC Augsburg;Bielefeld
Bundesliga1;2021-10-22;FSV Mainz;FC Augsburg
Bundesliga1;2021-10-23;Bayern Munich;Hoffenheim
Bundesliga1;2021-10-23;Bielefeld;Dortmund
Bundesliga1;2021-10-23;RB Leipzig;Greuther Furth
Bundesliga1;2021-10-23;Wolfsburg;Freiburg
Bundesliga1;2021-10-23;Hertha Berlin;Monchengladbach
Bundesliga1;2021-10-24;FC Koln;Leverkusen
Bundesliga1;2021-10-24;Stuttgart;Union Berlin
Bundesliga1;2021-10-24;Bochum;E. Frankfurt
Bundesliga1;2021-10-29;Hoffenheim;Hertha Berlin
Bundesliga1;2021-10-30;Bielefeld;FSV Mainz
Bundesliga1;2021-10-30;Dortmund;FC Koln
Bundesliga1;2021-10-30;Freiburg;Greuther Furth
Bundesliga1;2021-10-30;Leverkusen;Wolfsburg
Bundesliga1;2021-10-30;Union Berlin;Bayern Munich
Bundesliga1;2021-10-30;E. Frankfurt;RB Leipzig
Bundesliga1;2021-10-31;FC Augsburg;Stuttgart
Bundesliga1;2021-10-31;Monchengladbach;Bochum
Bundesliga1;2021-11-05;FSV Mainz;Monchengladbach
Bundesliga1;2021-11-06;Bayern Munich;Freiburg
Bundesliga1;2021-11-06;Bochum;Hoffenheim
Bundesliga1;2021-11-06;Stuttgart;Bielefeld
Bundesliga1;2021-11-06;Wolfsburg;FC Augsburg
Bundesliga1;2021-11-06;RB Leipzig;Dortmund
Bundesliga1;2021-11-07;Hertha Berlin;Leverkusen
Bundesliga1;2021-11-07;FC Koln;Union Berlin
Bundesliga1;2021-11-07;Greuther Furth;E. Frankfurt
Bundesliga1;2021-11-19;FC Augsburg;Bayern Munich
Bundesliga1;2021-11-20;Bielefeld;Wolfsburg
Bundesliga1;2021-11-20;Dortmund;Stuttgart
Bundesliga1;2021-11-20;Hoffenheim;RB Leipzig
Bundesliga1;2021-11-20;Leverkusen;Bochum
Bundesliga1;2021-11-20;Monchengladbach;Greuther Furth
Bundesliga1;2021-11-20;Union Berlin;Hertha Berlin
Bundesliga1;2021-11-21;Freiburg;E. Frankfurt
Bundesliga1;2021-11-21;FSV Mainz;FC Koln
Bundesliga1;2021-11-26;Stuttgart;FSV Mainz
Bundesliga1;2021-11-27;Bochum;Freiburg
Bundesliga1;2021-11-27;FC Koln;Monchengladbach
Bundesliga1;2021-11-27;Greuther Furth;Hoffenheim
Bundesliga1;2021-11-27;Hertha Berlin;FC Augsburg
Bundesliga1;2021-11-27;Wolfsburg;Dortmund
Bundesliga1;2021-11-27;Bayern Munich;Bielefeld
Bundesliga1;2021-11-28;E. Frankfurt;Union Berlin
Bundesliga1;2021-11-28;RB Leipzig;Leverkusen
Bundesliga1;2021-12-03;Union Berlin;RB Leipzig
Bundesliga1;2021-12-04;Bielefeld;FC Koln
Bundesliga1;2021-12-04;FC Augsburg;Bochum
Bundesliga1;2021-12-04;FSV Mainz;Wolfsburg
Bundesliga1;2021-12-04;Hoffenheim;E. Frankfurt
Bundesliga1;2021-12-04;Leverkusen;Greuther Furth
Bundesliga1;2021-12-04;Dortmund;Bayern Munich
Bundesliga1;2021-12-05;Stuttgart;Hertha Berlin
Bundesliga1;2021-12-05;Monchengladbach;Freiburg
Bundesliga1;2021-12-10;FC Koln;FC Augsburg
Bundesliga1;2021-12-11;Bayern Munich;FSV Mainz
Bundesliga1;2021-12-11;Bochum;Dortmund
Bundesliga1;2021-12-11;Freiburg;Hoffenheim
Bundesliga1;2021-12-11;Hertha Berlin;Bielefeld
Bundesliga1;2021-12-11;RB Leipzig;Monchengladbach
Bundesliga1;2021-12-11;Wolfsburg;Stuttgart
Bundesliga1;2021-12-12;Greuther Furth;Union Berlin
Bundesliga1;2021-12-12;E. Frankfurt;Leverkusen
Bundesliga1;2021-12-14;Stuttgart;Bayern Munich
Bundesliga1;2021-12-14;Bielefeld;Bochum
Bundesliga1;2021-12-14;FSV Mainz;Hertha Berlin
Bundesliga1;2021-12-14;Wolfsburg;FC Koln
Bundesliga1;2021-12-15;Monchengladbach;E. Frankfurt
Bundesliga1;2021-12-15;Dortmund;Greuther Furth
Bundesliga1;2021-12-15;FC Augsburg;RB Leipzig
Bundesliga1;2021-12-15;Leverkusen;Hoffenheim
Bundesliga1;2021-12-15;Union Berlin;Freiburg
Bundesliga1;2021-12-17;Bayern Munich;Wolfsburg
Bundesliga1;2021-12-18;Bochum;Union Berlin
Bundesliga1;2021-12-18;E. Frankfurt;FSV Mainz
Bundesliga1;2021-12-18;Greuther Furth;FC Augsburg
Bundesliga1;2021-12-18;Hoffenheim;Monchengladbach
Bundesliga1;2021-12-18;RB Leipzig;Bielefeld
Bundesliga1;2021-12-18;Hertha Berlin;Dortmund
Bundesliga1;2021-12-19;Freiburg;Leverkusen
Bundesliga1;2021-12-19;FC Koln;Stuttgart
Bundesliga1;2022-01-07;Bayern Munich;Monchengladbach
Bundesliga1;2022-01-08;Freiburg;Bielefeld
Bundesliga1;2022-01-08;Greuther Furth;Stuttgart
Bundesliga1;2022-01-08;Hoffenheim;FC Augsburg
Bundesliga1;2022-01-08;Leverkusen;Union Berlin
Bundesliga1;2022-01-08;RB Leipzig;FSV Mainz
Bundesliga1;2022-01-08;E. Frankfurt;Dortmund
Bundesliga1;2022-01-09;Hertha Berlin;FC Koln
Bundesliga1;2022-01-09;Bochum;Wolfsburg
Bundesliga1;2022-01-14;Dortmund;Freiburg
Bundesliga1;2022-01-15;FC Koln;Bayern Munich
Bundesliga1;2022-01-15;FSV Mainz;Bochum
Bundesliga1;2022-01-15;Stuttgart;RB Leipzig
Bundesliga1;2022-01-15;Union Berlin;Hoffenheim
Bundesliga1;2022-01-15;Wolfsburg;Hertha Berlin
Bundesliga1;2022-01-15;Monchengladbach;Leverkusen
Bundesliga1;2022-01-16;FC Augsburg;E. Frankfurt
Bundesliga1;2022-01-16;Bielefeld;Greuther Furth
Bundesliga1;2022-01-21;E. Frankfurt;Bielefeld
Bundesliga1;2022-01-22;Freiburg;Stuttgart
Bundesliga1;2022-01-22;Greuther Furth;FSV Mainz
Bundesliga1;2022-01-22;Hoffenheim;Dortmund
Bundesliga1;2022-01-22;Leverkusen;FC Augsburg
Bundesliga1;2022-01-22;Monchengladbach;Union Berlin
Bundesliga1;2022-01-22;Bochum;FC Koln
Bundesliga1;2022-01-23;RB Leipzig;Wolfsburg
Bundesliga1;2022-01-23;Hertha Berlin;Bayern Munich
Bundesliga1;2022-02-04;Hertha Berlin;Bochum
